Date,Location,Temperature.Air.Mean_C,Precipitation_mm_d,Relative.Air.Humidity_percent,Global.Radiation_MJ_m2_d,Wind.Speed_m_s,Temperature.Air.Min_C,Temperature.Air.Max_C
2016-02-20,KIE,4.1,8.3,91.8,2.22,6.2,0.7,7.1
2016-02-21,KIE,6.6,9.5,91.6,2.32,6.5,5.2,9.3
2016-02-22,KIE,5.3,1.4,85,4.23,6.9,3.5,7.2
2016-02-23,KIE,4.2,0.6,84.5,7.59,6.1,1.7,7.9
2016-02-24,KIE,2.1,0.3,85.2,8.17,5.4,-0.1,6
2016-02-25,KIE,1.6,0.9,91.8,6.08,4.2,-0.4,4.7
2016-02-26,KIE,1.6,0.9,91.1,6.91,3.2,-1.2,5.6
2016-02-27,KIE,-0.4,0,97.6,4.13,1.4,-3.1,3.2
2016-02-28,KIE,0.1,3.3,93,7.16,1.5,-3.3,5.7
2016-02-29,KIE,0,3.3,84.5,5.71,3.4,-3.1,3.2
2016-03-01,KIE,0.9,2.6,78,5.48,4.1,-1,2.6
2016-03-02,KIE,3.1,7.1,96.8,2.87,4.4,-0.3,6.6
2016-03-03,KIE,2.5,1,90.5,3.36,2.9,0.4,5.9
2016-03-04,KIE,2.6,1.7,88.8,6.91,4.4,-0.6,5.2
2016-03-05,KIE,2.8,3,93,2.77,2.7,1.6,4.1
2016-03-06,KIE,3.2,0,90.2,5.1,3.1,1.4,6.3
2016-03-07,KIE,2.9,0.2,86.7,6.82,3.8,0.4,7
2016-03-08,KIE,2.4,0,87.7,7.13,2.9,-0.9,6.5
2016-03-09,KIE,3.5,1.1,75.4,12.24,3.8,0,8.1
2016-03-10,KIE,2.7,1.1,89,4.51,4.7,-0.7,5.2
2016-03-11,KIE,2.6,1.1,81,4.16,4.2,0.4,4.7
2016-03-12,KIE,2.1,1.1,83.9,6.75,2.7,-0.3,5.1
2016-03-13,KIE,0.6,1.1,92.2,5.01,2.4,-1.9,2.9
2016-03-14,KIE,3.3,1.1,93.4,3.22,2.2,-0.7,6
2016-03-15,KIE,4.4,0,90.1,8.07,4.2,1.3,7.9
2016-03-16,KIE,3.3,1.1,81.8,13.82,3.3,-1.4,8.3
2016-03-17,KIE,3.9,1.1,83.3,14.91,3.4,-2.8,11.3
2016-03-18,KIE,4.2,0,94.6,3.42,3.4,0.2,6.6
2016-03-19,KIE,3.6,1.1,88,7.53,4.4,-1.4,8
2016-03-20,KIE,6.6,0.2,78.7,8.73,6,4.5,9.8
2016-03-21,KIE,6.4,1.6,85.2,4.9,6.7,4.7,9.3
2016-03-22,KIE,6.3,0.2,84.3,6.38,4.6,3.4,9.7
2016-03-23,KIE,6.2,1.1,75.4,13.84,4,0.5,10.9
2016-03-24,KIE,4.1,1.3,87.5,8.99,2.7,-2.1,10.2
2016-03-25,KIE,6.6,1.1,95.3,3.79,3.4,2.7,8.6
2016-03-26,KIE,7,1.1,81,12.74,3.8,1.4,13
2016-03-27,KIE,8.1,2.7,81,6.43,4.3,6.1,10.5
2016-03-28,KIE,8.1,4.4,74.9,11.09,5.4,5.1,13.4
2016-03-29,KIE,6.6,3.7,80.9,12.31,4.9,3.1,11.3
2016-03-30,KIE,6,0.7,83.9,10.11,5.7,3.4,9.8
2016-03-31,KIE,6.3,0,78,12.28,3.7,2.4,10.3
2016-04-01,KIE,5,1.9,70.1,18.13,2.8,-1.7,11.1
2016-04-02,KIE,8.9,1.9,59.4,14.71,2.9,4.5,15
2016-04-03,KIE,11.4,0.1,72.4,7.98,2.4,6,17.9
2016-04-04,KIE,12.5,0.2,80.6,9.84,2.8,6.3,20.4
2016-04-05,KIE,8.6,7.1,93.9,4.41,2.6,6,11.4
2016-04-06,KIE,9,3.2,81.5,8.32,6.1,5.7,13.3
2016-04-07,KIE,6.7,3.1,80.3,12.32,6.7,4.4,10.3
2016-04-08,KIE,6.7,2.5,82.4,11.19,4.4,2.2,11
2016-04-09,KIE,6.9,1.9,80.1,15.28,2.4,0.5,12.7
2016-04-10,KIE,8.1,1.9,71.2,12.74,4.5,4.8,12.9
2016-04-11,KIE,7.6,3.2,76.5,18.35,5.8,3.4,12.2
2016-04-12,KIE,7.1,0.2,90.3,10.48,4.4,4.2,10.6
2016-04-13,KIE,7.7,2.5,91.7,8.87,2.7,3.8,11.6
2016-04-14,KIE,8.1,2.1,84.5,11.31,2,4.8,12.2
2016-04-15,KIE,8.9,0.3,85.2,7.34,2.9,5.6,11.9
2016-04-16,KIE,9,0.5,82.6,12.01,5.2,4.6,14.1
2016-04-17,KIE,6.7,0.1,72.6,18.3,6.4,3.4,11.4
2016-04-18,KIE,7.2,0.3,78,6.56,6.2,2.7,10.4
2016-04-19,KIE,7.9,1.9,74.8,14.21,8.2,5.8,11.1
2016-04-20,KIE,7.4,1.9,69.3,20.03,6,1.9,11.8
2016-04-21,KIE,7.1,1.9,76.4,20.2,4.9,0.3,13.3
2016-04-22,KIE,7.1,1.9,71,18.18,5.4,1.7,12
2016-04-23,KIE,4.8,0,70.5,19.64,4.4,-0.2,11.1
2016-04-24,KIE,2.8,4.8,82.9,17.66,3.3,-0.9,7.1
2016-04-25,KIE,2.8,7.6,89.8,9.1,3.9,-1.2,6.7
2016-04-26,KIE,2.4,9.2,92.5,8.35,3.4,0.3,6.2
2016-04-27,KIE,3.6,2.1,91.1,7.7,3.1,0.9,6.5
2016-04-28,KIE,5.5,1.3,79.4,15.83,4.4,2.1,10
2016-04-29,KIE,6.1,8.4,83.2,13.05,4.1,1.7,11.3
2016-04-30,KIE,7.2,1.2,84.7,8.34,2.5,2.8,10.1
2016-05-01,KIE,7.7,1,75.7,23.56,3,2.2,12.8
2016-05-02,KIE,11.4,0.2,68.4,23.34,2.2,1.3,19.4
2016-05-03,KIE,9.6,0.7,77.5,14.65,4.2,3.7,13.7
2016-05-04,KIE,8.8,1,71.9,23.82,2.5,2.2,14.7
2016-05-05,KIE,10.4,1,60.8,25.61,2.7,1.5,16.3
2016-05-06,KIE,14.2,1,63.1,24.85,4,6.7,20
2016-05-07,KIE,17.3,1,56.4,26.03,4.1,11.2,23.5
2016-05-08,KIE,17.2,1,56.1,26.1,4.8,11.4,22.6
2016-05-09,KIE,15.9,1,67,26.05,4.3,9.6,21.4
2016-05-10,KIE,16.2,1,68.4,26.01,4.4,9.9,22
2016-05-11,KIE,15.9,1,71.5,25.52,5,10.1,22.5
2016-05-12,KIE,13.4,1,73,25.27,6,9.1,17.9
2016-05-13,KIE,13.1,0.2,66.5,25.01,3.7,6.7,21
2016-05-14,KIE,8.3,1.5,77,13.09,5.2,4.8,12.7
2016-05-15,KIE,7.6,12.4,82.4,15.29,5.3,4,12.6
2016-05-16,KIE,8.4,0,73.8,20.98,6.5,3.9,12.8
2016-05-17,KIE,9.2,0,77.9,8.03,5,5.4,12.4
2016-05-18,KIE,12.6,0,74.4,18.26,2.7,5.5,18.8
2016-05-19,KIE,15.8,1,67.4,20.7,2.1,8.7,21.5
2016-05-20,KIE,13.7,2.2,84.9,8.89,3.8,11.2,16.7
2016-05-21,KIE,16,0,76.8,13.18,2.8,9.6,21.6
2016-05-22,KIE,19.3,8.3,67.4,20.96,3.7,13,27.4
2016-05-23,KIE,14.9,3.1,95,8.64,2.6,12.7,18.2
2016-05-24,KIE,12.8,1.1,92.5,7.22,3.7,10.4,15.1
2016-05-25,KIE,14.2,0,91.9,11.91,2.7,12,18.1
2016-05-26,KIE,13.5,2.3,94.5,6.09,2.2,12.5,15
2016-05-27,KIE,14.4,0,82,17.87,2.3,11.4,18
2016-05-28,KIE,15.6,1,77.5,22.73,3.8,11.4,20.3
2016-05-29,KIE,15.6,0,89.4,10.57,5,12.6,19.3
2016-05-30,KIE,18,0,83.6,24.37,5.6,14.3,22.7
2016-05-31,KIE,18.4,0.7,84.5,25.39,4.6,14.5,22.6
2016-06-01,KIE,19.4,0,80.6,21.01,5.3,15.1,24.1
2016-06-02,KIE,18.9,0,83.7,21.59,4.3,15.4,23.4
2016-06-03,KIE,19.5,3.6,78.2,27.17,3.6,14.8,25
2016-06-04,KIE,20.5,3.6,66.4,27.61,2.2,12.8,26.4
2016-06-05,KIE,20.4,0,71.6,27.94,2.3,12.4,27
2016-06-06,KIE,19,0,69,28.73,4.3,12.9,24.7
2016-06-07,KIE,18.6,0,65.6,27.62,3.7,11.8,26.4
2016-06-08,KIE,15.7,3.6,75.2,17.75,5.1,11.7,20.2
2016-06-09,KIE,15.3,0,71.3,26.92,3.8,8.8,22.3
2016-06-10,KIE,14.2,3.6,70.5,23.28,4.8,8.5,20.1
2016-06-11,KIE,14.5,2,59.6,24.11,3.7,8.3,19.3
2016-06-12,KIE,13,5,80.3,6.96,4,11.1,14.8
2016-06-13,KIE,14.1,10.6,91.2,7.91,5.2,12.2,16.9
2016-06-14,KIE,15.3,11.3,91.6,10.13,3.4,13,18.7
2016-06-15,KIE,15.3,2.9,90.3,12.53,2.2,11.5,20.6
2016-06-16,KIE,15.5,0,85.4,17.46,1.7,10.3,20.6
2016-06-17,KIE,15.2,4.8,87.2,15.2,2.9,11.4,19.6
2016-06-18,KIE,15.1,0,80.3,21.22,4.5,11.1,19.2
2016-06-19,KIE,13.7,3.6,75,10.02,4.2,9.2,16.8
2016-06-20,KIE,15.3,10.9,77,20.84,4,8.3,21.3
2016-06-21,KIE,16.9,0,80.6,20.83,3.3,12.9,21.6
2016-06-22,KIE,19.2,1.4,80.7,18.64,2.8,14,23.9
2016-06-23,KIE,22.6,8.4,78,19.89,2.7,15.4,29.4
2016-06-24,KIE,20.9,1.7,89.5,13.44,3.1,17.5,25.7
2016-06-25,KIE,17.3,12.3,96,6.51,4.3,14,18.9
2016-06-26,KIE,16.1,0.7,78.4,21.36,4.7,12.3,20.6
2016-06-27,KIE,15.7,4.5,84.3,18.61,3.7,11.5,20.7
2016-06-28,KIE,15.7,2.5,74.5,20.14,2.8,12.1,20.3
2016-06-29,KIE,15.9,2,80.8,16.77,3.8,13,20.7
2016-06-30,KIE,16.3,1.3,85.6,11.04,3.5,14,20.1
2016-07-01,KIE,17.4,17.6,88.7,9.46,4.2,15.4,20.3
2016-07-02,KIE,15.1,2,83.9,14.01,4.2,10.2,18.1
2016-07-03,KIE,14.1,0.8,79.2,22.75,4.5,9.9,19
2016-07-04,KIE,15.2,2.3,80,18.18,3.3,9.9,20.6
2016-07-05,KIE,15.2,17.3,88.8,13.38,3.6,11,20.1
2016-07-06,KIE,14.1,0,78.3,19.52,7.9,10.6,18
2016-07-07,KIE,15.3,0,77.8,19.02,4.1,9.4,19.3
2016-07-08,KIE,16.5,4.7,84.5,16.25,3.6,13,20.8
2016-07-09,KIE,16.7,0.2,80.1,16.37,4.9,13.8,21.2
2016-07-10,KIE,20.1,9.3,83.8,13.64,3.9,15.4,25.6
2016-07-11,KIE,18.2,0.5,81.1,14.54,4.9,16.2,21.2
2016-07-12,KIE,17,4.1,81,19.58,5,11.5,21.1
2016-07-13,KIE,14.6,1.4,82.8,16.54,2,9.9,19.2
2016-07-14,KIE,14,2.4,84.6,16.84,4.8,8.6,18.2
2016-07-15,KIE,14.6,0.1,80.1,9.61,6.4,10.3,17.5
2016-07-16,KIE,15.4,1.9,92.1,10,4.1,10.2,18.6
2016-07-17,KIE,15.5,0.5,86.9,11.95,3,12,19.5
2016-07-18,KIE,16.6,0,81.1,12.56,4.2,13.9,20.6
2016-07-19,KIE,19.2,0,83.7,16.27,2.6,14.9,24.7
2016-07-20,KIE,21.1,0,75.6,26.65,3.2,13.2,27.6
2016-07-21,KIE,22.4,0,72.3,21.83,3.6,17.5,28.6
2016-07-22,KIE,21.2,10.9,76.7,19.86,3,16.7,27.6
2016-07-23,KIE,21.6,2.7,67.4,20.06,2.2,16.4,26.8
2016-07-24,KIE,21.4,0,77,23.88,2.2,15.7,27.3
2016-07-25,KIE,21.1,0,82.1,16,2.3,16.6,26.7
2016-07-26,KIE,18.8,2.7,73.6,22.38,2.9,14.9,23
2016-07-27,KIE,18.3,10.2,83.2,13.2,2.6,15.2,23
2016-07-28,KIE,18.5,0,73.4,21.59,2.5,14.2,23.3
2016-07-29,KIE,18.8,0.6,83.4,12.39,2.7,15.7,23.2
2016-07-30,KIE,17.6,9.5,83.2,16.22,3.8,12.3,21.8
2016-07-31,KIE,15.4,3.1,84.3,12.81,2,11.9,19.8
2016-08-01,KIE,15.4,3.2,81.5,17.17,4,11.5,20.1
2016-08-02,KIE,16.2,0.7,75.6,17.34,2.4,11.1,21.9
2016-08-03,KIE,17.3,5.3,93.5,6.06,3.4,13.2,20.6
2016-08-04,KIE,17.8,1.3,83.9,14.79,4,15,21.9
2016-08-05,KIE,17.5,0,83.5,16.77,4.4,14.3,21.9
2016-08-06,KIE,16.1,4,81.4,16.47,4.3,12.1,20.3
2016-08-07,KIE,17.3,0.3,82.5,12.7,3.9,11.4,23
2016-08-08,KIE,16.9,0.4,81.5,12.61,6.1,11.3,20.3
2016-08-09,KIE,12.7,1.9,79.2,14.03,4.7,9.1,17.4
2016-08-10,KIE,11.6,8.6,78.5,19.48,4.5,7.9,16.5
2016-08-11,KIE,11.5,2,87.8,10.63,3.2,7.3,14.7
2016-08-12,KIE,16.2,0.3,92.2,6.23,4,13.6,19.1
2016-08-13,KIE,16.6,1.7,88.5,9.37,4.9,13,19.9
2016-08-14,KIE,15.5,0.7,81.1,16.11,4.3,10.9,20.3
2016-08-15,KIE,14.9,2,79.6,15.9,3.2,9.9,20.5
2016-08-16,KIE,14.9,2,77.9,21.27,2.6,8.3,21.7
2016-08-17,KIE,15.3,2,76.6,20.92,1.9,7.8,21.7
2016-08-18,KIE,15.2,0,82.1,14.01,3,10.4,20.2
2016-08-19,KIE,16.6,0.5,78.8,17.64,2.2,9.6,22.6
2016-08-20,KIE,17.7,1.2,83.9,11.07,2.7,13.6,22.2
2016-08-21,KIE,16.7,6.5,83.6,15.9,2.9,12.3,21.7
2016-08-22,KIE,16.7,9,92.7,7.84,3.4,14,20.6
2016-08-23,KIE,19.1,0,87.1,14.53,3,14.2,23.7
2016-08-24,KIE,20.6,2,80,21.06,2.3,13.1,27.1
2016-08-25,KIE,23.8,2,64.2,20.98,3,18.3,30.4
2016-08-26,KIE,22.1,2,69.7,20.21,3.9,15.7,29.5
2016-08-27,KIE,18.1,17.4,76.9,18.86,2.8,13.4,22.5
2016-08-28,KIE,19.2,9.9,85.9,12.02,4.3,15.6,25
2016-08-29,KIE,16.5,0,80.5,14.76,5.5,11.3,20.1
2016-08-30,KIE,15.9,2,80.5,17.18,3.6,10.8,21.5
2016-08-31,KIE,17.5,2,74,19.07,2.1,11,24.6
2016-09-01,KIE,16.4,3,80.9,15.93,3.2,11.7,22.4
2016-09-02,KIE,16.2,1.6,83.6,11.28,3,10.8,20.4
2016-09-03,KIE,17.1,15.6,83.8,10.43,3.5,14.3,21.5
2016-09-04,KIE,16.5,6.6,94.3,6.52,3.3,13.9,21.2
2016-09-05,KIE,16.4,0.3,83.1,16.29,3.6,10.6,20.6
2016-09-06,KIE,16.4,1.6,84.1,17.06,2.1,9.1,23
2016-09-07,KIE,18.3,1.6,79.4,17.25,1.7,12.8,25.3
2016-09-08,KIE,19.7,1.6,79.7,17.76,2.3,12.3,27
2016-09-09,KIE,18.3,1.6,81.1,14.9,3.1,12.5,23.4
2016-09-10,KIE,18.7,0,78.1,16.39,2.6,11.8,25.3
2016-09-11,KIE,18.3,1.6,82.2,11.79,2.6,13.7,22.2
2016-09-12,KIE,20.5,1.6,81.2,16.71,2.9,14.8,26.4
2016-09-13,KIE,22.9,1.6,73.3,16.52,3,18,29.2
2016-09-14,KIE,21.4,1.6,78.7,15.93,3.5,17.2,26.7
2016-09-15,KIE,19.9,0,72.8,16.4,4.2,14.9,24.9
2016-09-16,KIE,18.1,16.2,82.7,11.42,3.4,13.5,23.3
2016-09-17,KIE,17.8,0,83.8,9.66,5.9,14.8,20.4
2016-09-18,KIE,15.4,0,77,8.47,5.2,12.9,18.2
2016-09-19,KIE,14.6,1.6,77.2,7.52,2.9,10.8,18.4
2016-09-20,KIE,14.9,1.6,76.3,9.62,2.4,11.7,18.7
2016-09-21,KIE,15.3,1.6,79.3,11.2,3,11.3,20.4
2016-09-22,KIE,14.5,0.5,77.6,10.49,2.3,9.3,20
2016-09-23,KIE,14.5,0.5,83,9.84,2.9,9.6,20.5
2016-09-24,KIE,14.1,0,78.4,13.31,2.5,8.2,20
2016-09-25,KIE,16.7,0.5,69,13.92,2.9,12.1,22.7
2016-09-26,KIE,15.5,0,81.3,9.66,2,11.1,20.3
2016-09-27,KIE,15,0.1,75.1,12.55,2.1,8.4,21.2
2016-09-28,KIE,17.2,0,73,7.78,7.2,15.1,20.2
2016-09-29,KIE,16.1,5.9,83.9,2.88,6.5,12.9,18.4
2016-09-30,KIE,12.7,5.1,83.2,7.34,3.8,9.9,16.3
2016-10-01,KIE,12.6,0.1,84,9.04,2.4,8.3,17.3
2016-10-02,KIE,12.3,0.4,85.3,8.7,2.1,8.4,17.3
2016-10-03,KIE,12.2,7.7,90.2,4.74,5.1,7.3,15.5
2016-10-04,KIE,11.9,0,76,9.87,6.4,9.2,14.3
2016-10-05,KIE,9.9,2.3,67.6,10.02,6.8,7.6,12.8
2016-10-06,KIE,10.5,0,75.8,2.57,7.7,8.7,11.9
2016-10-07,KIE,10.6,0,79.7,2.52,6.4,7.9,11.8
2016-10-08,KIE,9.6,1.5,76.4,8.06,5.4,7.2,12.7
2016-10-09,KIE,8.2,4.3,89.1,3.8,3.3,5.9,10.1
2016-10-10,KIE,9.1,11.5,92.7,4.21,4.1,5.7,12
2016-10-11,KIE,9.7,4.3,92.5,2.35,8.1,8.9,10.5
2016-10-12,KIE,9,6.5,88.1,3.38,6,8,10.5
2016-10-13,KIE,9,0,78.3,4.25,5.8,7.4,11.5
2016-10-14,KIE,8.3,2.3,77.5,4.43,7.5,6.5,10.2
2016-10-15,KIE,8.6,0.6,86.5,2.18,6,7.7,9.3
2016-10-16,KIE,10.2,0,95.5,2.14,3.2,9,11.7
2016-10-17,KIE,9.7,0.7,96.1,2.1,3.9,8.8,10.3
2016-10-18,KIE,11.4,1.7,91.9,3.53,2.5,9,14.3
2016-10-19,KIE,7.6,8,96.5,2.41,1.6,5.6,9.6
2016-10-20,KIE,9,4.2,90.1,3.15,3.8,7.5,10.8
2016-10-21,KIE,8.8,8.9,91,3.65,4.2,7.6,11.2
2016-10-22,KIE,7.4,9.3,93.1,1.9,3.2,5.6,9.1
2016-10-23,KIE,7,0,92.8,1.86,1.8,4.9,9.1
2016-10-24,KIE,6.7,2.3,92.7,4.68,3,2.9,10.5
2016-10-25,KIE,5.8,2.3,92.7,4.74,2.6,0.8,10.2
2016-10-26,KIE,4.9,1.3,93.4,3.16,2.1,0.7,8.6
2016-10-27,KIE,11.7,0.1,90.7,3.53,4.1,8.3,14.6
2016-10-28,KIE,11.2,1.7,84.8,3.37,5.8,7.6,14.3
2016-10-29,KIE,9.4,0,79.4,4.86,5.1,7,12.4
2016-10-30,KIE,8.9,1.2,86.4,5.89,3,6.5,12.2
2016-10-31,KIE,10.9,1.1,95.4,1.77,2.1,8.5,13.2
2016-11-01,KIE,9.4,2,87.3,2.83,4.9,5.9,11.6
2016-11-02,KIE,5.7,0.5,80.1,5.04,5.9,1.1,8.5
2016-11-03,KIE,3.4,3.9,84.8,4.93,3,-1.8,6.9
2016-11-04,KIE,7.1,1.5,88.9,2.06,3.7,5.4,8.6
2016-11-05,KIE,5.1,4,93.4,1.4,2.7,3.7,6.5
2016-11-06,KIE,5.3,1.6,89.6,1.49,4.6,3.7,7
2016-11-07,KIE,2.9,1.3,77.9,1.82,5.8,1.4,4.4
2016-11-08,KIE,0.2,0.2,80.5,2.04,4.5,-2.3,1.7
2016-11-09,KIE,-1.4,0,87.2,5.18,2.6,-5.2,2.2
2016-11-10,KIE,2,0.4,86.3,1.83,3.3,-0.1,3.9
2016-11-11,KIE,2.1,1.3,89.2,3.79,3.5,-2,6
2016-11-12,KIE,-1.2,1.4,91.7,4.29,2.2,-3.7,2.8
2016-11-13,KIE,-0.7,1.4,82,3.41,3.4,-2.7,2.2
2016-11-14,KIE,0.1,3.5,85.2,3.79,4,-3.5,2.9
2016-11-15,KIE,6.1,1.1,97.1,1.14,5,2.6,10.5
2016-11-16,KIE,7.2,5.8,96,1.18,3.7,3,10.5
2016-11-17,KIE,6.9,3.8,89.6,3.03,4.3,4.3,9.6
2016-11-18,KIE,6.3,0,84.7,2.59,5.7,4,8.6
2016-11-19,KIE,4.4,0,83.7,2.45,4.5,2,7.2
2016-11-20,KIE,6.1,3.2,79.1,2.15,6,1.7,11.9
2016-11-21,KIE,9.8,0.5,79.9,1.23,3.1,7.3,12.4
2016-11-22,KIE,9.9,0,79.2,1.18,2.4,6.1,13.1
2016-11-23,KIE,7.6,1.4,91.2,1.34,1.4,4.4,10.7
2016-11-24,KIE,2.9,1.4,91.7,3.86,2.1,-1,6.7
2016-11-25,KIE,1.1,0,98.7,1.48,1.5,-1.7,4.8
2016-11-26,KIE,4.4,0.2,94.3,1.09,4.4,0,8.8
2016-11-27,KIE,4,1.4,75.1,3.88,4.1,0.3,7
2016-11-28,KIE,0.1,1.4,77.1,3.78,4,-4.5,3.7
2016-11-29,KIE,-0.1,1.7,87.3,3.4,4.4,-5,3.9
2016-11-30,KIE,5.3,4.8,90.4,0.87,5.6,2,7.8
2016-12-01,KIE,8.1,0.5,87.7,1.03,8.3,6.9,9
2016-12-02,KIE,2.4,1.5,76.1,3.42,3.8,-2.8,7.1
2016-12-03,KIE,-2,1.5,96.4,2.34,1.6,-4.5,1.1
2016-12-04,KIE,2.1,1.5,89.8,0.83,2.4,0.3,4.1
2016-12-05,KIE,2.4,1.5,83.9,1.97,2.8,-0.5,4.8
2016-12-06,KIE,4.7,0,87.7,0.81,2.7,2.7,6.6
2016-12-07,KIE,4.3,0.3,84.5,0.8,4.6,1.8,7.7
2016-12-08,KIE,7.8,3.2,89.9,0.79,6.8,6.6,8.9
2016-12-09,KIE,8.6,0.8,96.6,0.78,6.1,7.1,10
2016-12-10,KIE,9.3,9.2,95,0.77,5.5,8.3,10.3
2016-12-11,KIE,7.7,2.6,92.7,1.27,5.2,6,9
2016-12-12,KIE,4.9,0.4,85.7,1.11,3.4,3.4,8
2016-12-13,KIE,5.5,3.7,95.5,0.76,2.2,4.1,6.7
2016-12-14,KIE,4.6,0,96.8,0.81,2.1,1.4,6
2016-12-15,KIE,0.5,0,96.3,0.75,3.8,-0.3,1.5
2016-12-16,KIE,-0.2,1.5,90.7,0.75,2.8,-1.2,1
2016-12-17,KIE,1.9,0.4,97.5,0.75,2.7,-0.5,6.2
2016-12-18,KIE,6.4,0,89.6,1.14,3,4.9,7.9
2016-12-19,KIE,4.8,1.5,83.9,0.74,1.5,3.7,5.7
2016-12-20,KIE,1.5,1.5,90.2,0.74,3.6,-0.1,4
2016-12-21,KIE,2.7,0.6,86.6,1.83,4.8,-0.3,5.6
2016-12-22,KIE,4.9,1.1,94.9,0.74,4.2,4.1,5.9
2016-12-23,KIE,6.1,2.6,87.9,0.75,6,5.1,7.2
2016-12-24,KIE,5.9,12,87.6,1.05,7.6,3.1,7.2
2016-12-25,KIE,8.4,4.1,91.7,0.75,7.5,4.2,10.9
2016-12-26,KIE,7.5,4.6,79.4,2.05,10.1,3.4,10.9
2016-12-27,KIE,7.8,0,77.4,1.83,10.1,6.7,8.7
2016-12-28,KIE,6.7,1.5,82.3,2.11,4.4,5.2,8
2016-12-29,KIE,2.8,1.5,83.4,2.47,4.1,-0.1,5.4
2016-12-30,KIE,1.1,0,92.6,2.4,4.5,-1,2.8
2016-12-31,KIE,3.9,0.2,99,0.78,6.5,1.5,5.5
2017-01-01,KIE,4.8,4.3,95.6,0.85,5.9,3.4,5.6
2017-01-02,KIE,1.7,1.8,89.1,2.94,4,-0.5,4
2017-01-03,KIE,5.1,8,90.8,0.86,7.9,1.4,7.8
2017-01-04,KIE,3.3,1.3,69.9,2.55,9.5,-0.8,5.7
2017-01-05,KIE,-2.9,0,67.5,2.3,5.9,-6,0.1
2017-01-06,KIE,-6,0,74.9,3.61,2.4,-9.1,-3.3
2017-01-07,KIE,-0.9,0.1,89.7,0.9,5.1,-4.3,2.8
2017-01-08,KIE,1.7,0,91.8,0.92,2.3,-0.1,3
2017-01-09,KIE,1.5,0.1,90.6,1.04,3.5,0.8,2.8
2017-01-10,KIE,2.1,0.1,90.4,1.05,4.2,1.3,2.9
2017-01-11,KIE,4,12.7,88.2,1.16,7,2.6,6.9
2017-01-12,KIE,3.2,3.3,84,2.56,6.5,1.4,5.5
2017-01-13,KIE,1.6,1,90.6,3.01,3.2,0.5,3.9
2017-01-14,KIE,1.1,0,85.4,3.42,4.6,0.2,3
2017-01-15,KIE,-0.2,0,82.9,2.97,4.2,-3.5,2.1
2017-01-16,KIE,-2.2,1.4,86.2,4.21,3.2,-4.6,1.6
2017-01-17,KIE,-1.7,1.4,87.9,2.61,2.1,-4.8,1.5
2017-01-18,KIE,-0.7,0,85.6,1.08,3.6,-1.8,0.3
2017-01-19,KIE,0.6,0.3,86.1,1.1,3.8,-1.4,1.9
2017-01-20,KIE,2.4,1.4,95.8,1.12,3,1.2,3.6
2017-01-21,KIE,4,1.4,92.7,1.32,2.4,2.6,6
2017-01-22,KIE,1.2,1.4,92.4,1.17,1.7,-0.9,3.3
2017-01-23,KIE,0.4,0,92.2,2.09,2.8,-1.1,1.8
2017-01-24,KIE,1.1,1.4,97.1,1.21,3.6,-0.5,2.3
2017-01-25,KIE,-1.5,1.4,97.2,1.24,2.7,-2.5,-0.4
2017-01-26,KIE,-0.4,1.4,90.5,2.48,3.4,-2.5,1.9
2017-01-27,KIE,0,1.4,76,4.97,3.8,-2,3
2017-01-28,KIE,-0.2,0.3,74.4,5.19,2.7,-3.1,4.2
2017-01-29,KIE,2.6,2.7,92.1,1.34,3.4,-2.9,4.6
2017-01-30,KIE,2.2,4.9,94.1,1.37,4.1,1.2,3.2
2017-01-31,KIE,2.5,0,89.3,1.4,5.2,1.6,3.4
2017-02-01,KIE,1,2.3,92.3,1.5,4,0,1.7
2017-02-02,KIE,1.4,0,94.9,1.53,4.2,0.2,3
2017-02-03,KIE,1.6,1.1,99.3,1.56,3.6,0.7,2.5
2017-02-04,KIE,4.4,0,96.5,1.92,2.5,2.1,6.4
2017-02-05,KIE,2.4,0.2,96.3,1.63,4.6,0.9,4.2
2017-02-06,KIE,1.9,0.1,86.9,2.28,5.8,0.7,3.1
2017-02-07,KIE,0.3,0.5,82,1.7,6.2,-1,1.4
2017-02-08,KIE,-2.1,0,76.9,1.74,5.4,-3.1,-0.9
2017-02-09,KIE,-2.7,2.3,76.8,2.11,4.4,-3.8,-1.5
2017-02-10,KIE,-2.3,2.3,78.9,2.54,6.4,-3.9,-0.7
2017-02-11,KIE,-0.9,0.1,75.4,1.85,7,-2.2,0.4
2017-02-12,KIE,-0.5,0,80.7,1.89,6.8,-1.7,0.7
2017-02-13,KIE,-1.5,2.3,83.3,7.3,4.7,-3.4,1.1
2017-02-14,KIE,-1.8,2.3,89.2,5.72,3.4,-4.2,2.3
2017-02-15,KIE,1.1,2.3,76.1,7.94,1.9,-4.6,8.6
2017-02-16,KIE,4.4,4,89.9,3.72,4.7,0.9,6.3
2017-02-17,KIE,5.1,0.2,93.7,3.1,4.1,3.9,7.3
2017-02-18,KIE,3.7,0.4,91.9,2.13,4.7,2.4,4.9
2017-02-19,KIE,5.1,2.8,93.3,2.18,5.2,3.9,6.1
2017-02-20,KIE,6.9,4,94.9,2.22,8,5,8.4
2017-02-21,KIE,6.1,17.1,84.8,6.03,7.3,3.5,8.5
2017-02-22,KIE,6.7,1.4,85.6,3.94,9.3,5,8.8
